index,address_original,address,price,type,pType,pWidth,pLength,pArea,pLandArea,pNumberOfFloors,pNumberOfBathrooms,pNumberOfBedrooms,pCertificateType,pFurnitureStatus,description,_createdAt
1901,"107/110/24 Quang Trung, 10, Gò Vấp, Hồ Chí Minh","107/110/24 Quang Trung, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh",3500000000,sale,alley_house,4.3,5.7,69.2,24.6,3,4,3,certificate,partially_furnished,"Bán nhà hẻm tại 107/110/24 Quang Trung, Gò Vấp, Hồ Chí Minh. Gần siêu thị, trường học, TTTM và thuận tiện di chuyển ra sân bay - Phong thủy tốt cho gia chủ - Tiện ích xung quanh đầy đủ, gần chợ, trường học,... - Khu dân cư thân thiện an ninh tốt - Giao thông thuận tiện đi lại dễ dàng - Phù hợp định cư lâu dài. Đầu tư sinh lời cao - Pháp lý: hoàn công sổ hồng đầy đủ 2019, thủ tục nhanh chóng Diện tích: 24,6m2 Giá bán: 3.5 tỷ TL",2025-07-03T04:21:28.169Z
1902,"63 Chấn Hưng, 6, Tân Bình, Hồ Chí Minh","63 Chấn Hưng, Phường 6, Tân Bình, Thành phố Hồ Chí Minh",22900000000,sale,townhouse,3.9,18.5,236.7,72.15,4,6,5,certificate,partially_furnished,"Bán nhà gấp trên 63 đường Chấn Hưng, phường 6, quận Tân Bình, chỉ với giá 22,9 tỷ có thể thương lượng. Kết cấu 1 trệt 3 lầu Diện tích 72.15m2 Bán nhà mặt phố tại quận Tân Bình, TP. Hồ Chí Minh.",2025-07-03T04:09:19.955Z
1903,"10 Đường 26, Bình An, 2, Hồ Chí Minh","10 Đường 26, Bình An, Quận 2, Thành phố Hồ Chí Minh",11200000000,sale,townhouse,4,17,0,52.53,2,3,2,certificate,partially_furnished,"Bán nhà số 10 đường 26, Quận 2, Hướng Tây Nam Đã có sổ hồng rõ ràng – 2 phòng ngủ, 3 toilet, 1 tầng – Hướng cửa chính và ban công Tây Nam – Mặt tiền rộng 2.8m, phù hợp để kinh doanh – Gần các tiện ích như siêu thị Genshai Saigon Pearl, siêu thị mẹ bầu và em bé Con Cưng, siêu thị An Phú – Gần công viên Dạ Cầu Sài Gòn 1, công viên An Phú, công viên Vinhomes Central Park – Gần các trường mầm non Kalei Preschool, trung tâm dạy bóng đá trẻ em Dương Minh Sài Gòn, Shichida An Phú – Gần bệnh viện Đa khoa Quốc tế Vinmec Central Park, bệnh viện Bưu điện Giá bán: 11 tỷ200 TL",2025-07-03T03:56:53.444Z
1904,"123/13 Đường Cao Thắng, 7, Phú Nhuận, Hồ Chí Minh","123/13 Đường Cao Thắng, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh",2700000000,sale,alley_house,4.45,3.7,30.8,15.4,2,1,1,certificate,partially_furnished,"Bán nhà đường Cao Thắng, Quận Phú Nhuận diện tích 15.4m² giá 2,7 tỷ đồng Diện tích: 16m², gồm 1 trệt, 1 lầu, ban công rộng 1m thoáng mát Vị trí trung tâm thuận tiện di chuyển đến các quận lân cận, gần chợ, trường học, ngân hàng, giáp Quận 1 và Quận 3, gần Nhà Thờ Đức Bà, chợ Bến Thành chỉ 2km Sổ hồng chính chủ, pháp lý rõ ràng",2025-07-03T03:53:46.500Z
1905,"27/71/18 Điện Biên Phủ, 5, Bình Thạnh, Hồ Chí Minh","27/71/18 Điện Biên Phủ, Phường 5, Bình Thạnh, Thành phố Hồ Chí Minh",6500000000,sale,alley_house,3,20,111.7,63.8,2,2,2,certificate,partially_furnished,"Bán nhà đường Điện Biên Phủ, Quận Bình Thạnh, diện tích 63.8m² với giá 6.5 tỷ đồng Diện tích: 63.8m², ngang 3m, dài 20m Kết cấu: 1 trệt 1 lầu, gồm 3 phòng ngủ Hoa hồng: 2% Đã có sổ hồng riêng Giá chào: 6.5 tỷ đồng Địa chỉ: 27/71/18 Điện Biên Phủ, P.15, Bình Thạnh",2025-07-03T03:48:18.036Z
1906,"352 Lê Văn Sỹ, 14, 3, Hồ Chí Minh","352 Lê Văn Sỹ, Phường 14, Quận 3, Thành phố Hồ Chí Minh",39500000000,sale,townhouse,4,15,182.8,59.2,3,2,3,certificate,partially_furnished,"Bán nhà đường 352 Lê Văn Sỹ, Phường 14, Quận 3, diện tích 59.2m² với giá 39,5 tỷ đồng Nhà 3 tầng lầu, diện tích: ngang 4m, dài 15m, vuông vức, công nhận 60m², không lộ giới – Vị trí đối diện chợ Nguyễn Văn Trỗi, khu vực tập trung nhiều cửa hàng, ngân hàng và các tiện ích sầm uất nhất trên đường Lê Văn Sỹ – Lề đường rộng phù hợp để kinh doanh các ngành nghề đa dạng – Sổ hồng mới cấp năm 2014",2025-07-03T03:03:34.381Z
1907,"166/1 Đường Hoàng Văn Thụ, 9, Phú Nhuận, Hồ Chí Minh","166/1 Đường Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",5600000000,sale,alley_house,3.53,5.8,81.9,25.7,4,3,2,certificate,partially_furnished,"Bán nhà 166/1 Đường Hoàng Văn Thụ, Quận Phú Nhuận Diện tích: 27m² Giá bán: 5.6 tỷ Hẻm xe tải nhỏ, sát mặt tiền đường Hoàng Văn Thụ, thuận tiện cho kinh doanh online Gần trường học, bệnh viện, sân bay, chợ Diện tích: 25.7m², xây mới hoàn công đầy đủ, nội thất cơ bản Thiết kế gồm 1 trệt, 2 lầu, sân thượng, 2 phòng ngủ, 3 vệ sinh Nhà có dòng tiền cho thuê khoảng 11-12 triệu/tháng Giá chào: 5,6 tỷ đồng",2025-07-03T02:55:23.354Z
1908,"68/18/9 Tân Thới Hiệp 29, Tân Thới Hiệp, 12, Hồ Chí Minh","68/18/9 Tân Thới Hiệp 29, Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh",4200000000,sale,alley_house,4.5,17,0,81,2,2,3,certificate,other,"Chính chủ bán nhà 68/18/9 Tân Thới Hiệp 29, Quận 12 Diện tích: 81m² Giá: 4,2 tỷ đồng TL Diện tích: 81m² (4,5m x 18m) Kết cấu: 1 trệt, 1 lầu, 3 phòng ngủ, 2 nhà vệ sinh, có sân rộng rãi Hướng: Đông Bắc Giá bán: 4,2 tỷ đồng Địa chỉ: 68/18/9 Tân Thới Hiệp 29, P. Tân Thới Hiệp, Quận 12 Liên hệ chủ nhà: 0903 137 994",2025-07-03T02:49:53.578Z
1909,"271/179 Quang Trung , 10, Gò Vấp, Hồ Chí Minh","271/179 Quang Trung, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh",5900000000,sale,alley_house,6.8,12,81,81,1,2,3,certificate,other,"Hàng mới mặt tiền hẻm kinh doanh hẻm xe hơi thông cách mặt tiền quang trung 30m . 383/3/8 quang trung phường 10 gò vấp Ngang 6,8m dài 12m Công nhận 81m2 1 trệt 1 lầu đang ngăn thành 2 căn Giá: 5.9 tỷ tl",2025-07-03T02:22:14.535Z
1910,"43/4 Đường số 1, Cát Lái, 2, Hồ Chí Minh","43/4 Đường số 1, Cát Lái, Quận 2, Thành phố Hồ Chí Minh",3500000000,sale,alley_house,3.2,7.6,61.4,27.7,3,2,3,certificate,partially_furnished,"Nhà hẻm bán tại 43/4 Đường số 1, Phường Cát Lái, Quận 2 , Hồ Chí Minh, Diện tích 27.7m², dài 7.6m, rộng 3.2m, Nhà một tầng, hướng đa dạng, phù hợp cho gia đình nhỏ hoặc đầu tư. Tình trạng nội thất bán đầy đủ, bạn có thể dễ dàng tô điểm theo ý thích. Đây là cơ hội tuyệt vời để sở hữu một chốn an cư tại khu vực phát triển.",2025-07-03T02:04:05.606Z
1911,"353/3A Tôn Đản, 15, 4, Hồ Chí Minh","353/3A Tôn Đản, Phường 15, Quận 4, Thành phố Hồ Chí Minh",2400000000,sale,alley_house,3.62,4.88,26.6,22.7,2,1,1,certificate,other,"Chính chủ bán nhà 353/3A Tôn Đản, phường 15, quận 4 Giá 2.4 Tỷ TL Diện tích: 22.7 m2 Kết cấu: trệt + gác lửng Giá 2.4 Tỷ Tl Liên hệ làm việc chính chủ",2025-07-03T02:03:14.736Z
1912,"588/27/28/3 Đường Tỉnh Lộ 10, Bình Trị Đông, Bình Tân, Hồ Chí Minh","588/27/28/3 Đường Tỉnh Lộ 10, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh",4100000000,sale,alley_house,3.45,9.8,72.5,35.1,2,2,1,certificate,other,"Chính chủ bán nhà 588/27/28/3 Đường Tỉnh Lộ 10, khu phố 16, Phường Bình Trị Đông, Quận Bình Tân Nhà nằm trong hẻm xe hơi rộng rãi, thông thoáng và dễ dàng tiếp cận các tuyến đường lớn. Gần trường học, bệnh viện, siêu thị và chợ. Kết cấu nhà mới, gồm 1 trệt 1 lầu, phù hợp để ở hoặc đầu tư. Khu vực đông dân cư, sầm uất. Giá chào: 4.1 tỷ đồng.",2025-07-02T09:15:22.574Z
1913,"519/25/56 Đường Âu Cơ, Phú Trung, Tân Phú, Hồ Chí Minh","519/25/56 Đường Âu Cơ, Phú Trung, Tân Phú, Thành phố Hồ Chí Minh",2990000000,sale,alley_house,4.3,7.7,0,23.3,2,2,3,certificate,partially_furnished,"Bán nhà hẻm 519/25/56 đường Âu Cơ, Quận Tân Phú, diện tích 23,3m², giá 2,99 tỷ đồng Đã có sổ đỏ rõ ràng Gồm 3 phòng ngủ và 2 vệ sinh Hoa hồng môi giới: 1% Giá chào: 2,99 tỷ đồng",2025-07-02T09:13:19.643Z
1914,"363/20A Huỳnh Tấn Phát , Nhà Bè, Nhà Bè, Hồ Chí Minh","363/20A Huỳnh Tấn Phát, Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh",5200000000,sale,alley_house,5.38,18.5,82.8,107.3,1,2,3,certificate,partially_furnished,"Bán nhà trong hẻm 363/20A Huỳnh Tấn Phát , huyện Nhà Bè, TP. Hồ Chí Minh Bao gồm 1 nhà chính và 4 phòng trọ tiện kinh doanh hoặc cho thuê Vị trí: Ngõ hẻm sạch sẽ, an ninh, thuận tiện di chuyển Diện tích và mặt bằng cụ thể liên hệ để biết thêm chi tiết Phù hợp để ở hoặc đầu tư sinh lời Hiện trạng 1 trệt 1 lầu",2025-07-02T09:04:21.277Z
1915,"28/41 đường dọc kênh, Hiệp Thành, 12, Hồ Chí Minh","28/41 đường dọc kênh, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh",6500000000,sale,alley_house,4,13,207.5,52.8,5,5,4,certificate,other,"Bán Nhà Tại 28/41 đường dọc kênh phường Hiệp Thành, quận 12, HCM Diện tích: 4,11x13 m Giá bán: 6.5 tỷ TL - Đường trước nhà 7 m - Kết cấu : 1 trệt 1 lửng 3 lầu, 4 phòng ngủ, 5 nhà vs - Khu vực dân cư đông đúc, tiện ích xung quanh đầy đủ - Pháp lý: SỔ HỒNG RIÊNG, thủ tục sang tên nhanh chóng",2025-07-02T09:02:43.644Z
1916,"12 lô F Nguyễn Đình Chiểu, 4, 3, Hồ Chí Minh","12 lô F Nguyễn Đình Chiểu, Phường 4, Quận 3, Thành phố Hồ Chí Minh",9500000000,sale,other,3.44,11.3,107.63,30.5,5,4,4,certificate,other,Bán nhà 12 Lô F đường Nguyễn Đình Chiểu phường 4 quận 3 Diện tích: 30.5 m2 Kêt cấu: 3 tầng + Lửng + sân thượng,2025-07-02T08:43:43.418Z
1917,"11 Nguyễn Văn Huyên, Tân Thành, Tân Phú, Hồ Chí Minh","11 Nguyễn Văn Huyên, Tân Thành, Tân Phú, Thành phố Hồ Chí Minh",26000000000,sale,townhouse,6.7,17,370.2,115.6,4,4,4,certificate,other,"Chủ nhà bán nhà mặt tiền 11 Nguyễn Văn Huyên, phường Tân Thành Giá 26 Tỷ TL DT : 7 x 17 Đường rộng 16 m , có lề ! Kết cấu 1 trệt 3 lầu ( nhà có thang máy 450 kg ) Nội thất cao cấp Gồm 4 phòng ngủ , 4 nhà vệ sinh , 3 phòng lớn sản xuất , phòng thờ , phòng giặt , sân phơi , sân thượng ! Vị trí : khu đường bàn cờ , víp nhất quận tân phú , thông đường luỹ bán bích , đường độc lập , đường thống nhất , đường thành công ,đường trương vĩnh ký , đường tân hương ! Tiện ích : Gần giáo sứ tân phú , chợ tân phú , trường học cấp 1 Lê Văn Tám , trường học cấp 2 Phan Bội Châu , trường học cấp 3 Trần Phú , trường học cấp 3 Tân Bình !Trạm y tế phường , gần uỷ ban phường phú thọ hoà ( mới ) Liên hệ trực tiếp chính chủ ! Nhà sổ hồng riêng , pháp lý chuẩn , hoàn công đầy đủ ! Giá bán 26 tỷ thương lượng , cho khách thiện trí !",2025-07-02T08:40:50.233Z
1918,"Đường Số 8, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh","Đường Số 8, Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh",15000000000,sale,land,8,15,120,120,1,1,1,certificate,None,"Chính chủ cần bán đất thổ cư tại Đường số 8, Phường Hiệp Bình Chánh, Thủ Đức Diện tích: 120 m² Gần bờ sông thoáng mát, thuận tiện sinh hoạt Loại hình: Đất ở, đất thổ cư Thành phố Thủ Đức, Hồ Chí Minh Phù hợp để xây dựng nhà ở hoặc đầu tư",2025-07-02T08:39:15.158Z
1919,"93F Đình Phong Phú, Tăng Nhơn Phú B, 9, Hồ Chí Minh","93F Đình Phong Phú, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh",6000000000,sale,alley_house,6.5,8.46,151,54.1,3,3,4,certificate,partially_furnished,"Nhà 2 tầng bán, gồm 4 phòng ngủ và 3 phòng tắm, phù hợp cho gia đình lớn. Nằm trong khu vực thuận lợi, ngôi nhà mang đến không gian sống thoải mái và tiện nghi. Với diện tích rộng rãi, bạn có thể tùy biến theo ý muốn. Đừng bỏ lỡ cơ hội sở hữu ngôi nhà lý tưởng này!",2025-07-02T08:23:30.407Z
1920,"793/28/13/20/6/17 Trần Xuân Soạn, Tân Hưng, 7, Hồ Chí Minh","793/28/13/20/6/17 Trần Xuân Soạn, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh",3300000000,sale,alley_house,4.7,7.15,0,34.12,2,1,1,certificate,other,"Địa chỉ: Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TP. Hồ Chí Minh Diện tích: 34,12 m² Kích thước: 4,7m x 7,15m Đường/hẻm/ngõ trước nhà: xe máy thoải mái Thông tin thêm: Nhà gồm 1 trệt và gác lửng Giá bán: 3,3 tỷ đồng (thương lượng)",2025-07-02T04:22:21.101Z
1921,"76/41/23 Tôn Thất Thuyết, 16, 4, Hồ Chí Minh","76/41/23 Tôn Thất Thuyết, Phường 16, Quận 4, Thành phố Hồ Chí Minh",1400000000,sale,alley_house,2.2,3.55,23.1,7.7,3,2,2,certificate,other,"Chính chủ bán nhà 76/41/23 Tôn Thất Thuyết, Phường 16, Quận 4 Giá 1,4 Tỷ TL Diện tích: 7.7 m² Đường trước nhà phù hợp cho xe máy Thông tin thêm: Nhà gồm 4 tầng Giá bán: 1,4 tỷ VNĐ (thương lượng)",2025-07-02T04:08:18.574Z
1922,"1416/17/23 Lê Đức Thọ, 14, Gò Vấp, Hồ Chí Minh","1416/17/23 Lê Đức Thọ, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh",8000000000,sale,alley_house,4.85,17.76,190.6,79.1,3,1,1,certificate,other,"Chính chủ bán nhà 1416/17/23 Lê Đức Thọ, Phường 14, Quận Gò Vấp Giá 8 Tỷ TL Hẻm rộng lớn, ô tô vào thoải mái trước nhà Diện tích: 80 m² Kết cấu: 1 trệt, 2 lầu Giá bán: 8 tỷ VNĐ, thương lượng",2025-07-02T04:06:22.681Z
1923,"127/70/7 Lê Thúc Hoạch, Phú Thọ Hòa, Tân Phú, Hồ Chí Minh","127/70/7 Lê Thúc Hoạch, Phú Thọ Hòa, Tân Phú, Thành phố Hồ Chí Minh",5750000000,sale,alley_house,4,12.5,117.8,50,3,2,3,certificate,other,"Chính chủ bán nhà 127/70/7 Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú Giá 5.75 Tỷ TL Diện tích: 50 m² Kích thước: 4m x 12,5m Hẻm trước nhà rộng đủ xe máy di chuyển Thông tin nhà: 3 phòng ngủ, 2 phòng vệ sinh, gồm 1 trệt, 1 lửng và 1 lầu Giá bán: 5.75 tỷ đồng (có thể thương lượng)",2025-07-02T04:04:37.452Z
1924,"437/2/33/1 Hoàng Văn Thụ, 4, Tân Bình, Hồ Chí Minh","437/2/33/1 Hoàng Văn Thụ, Phường 4, Tân Bình, Thành phố Hồ Chí Minh",9860000000,sale,alley_house,4,13.1,173.8,56.6,4,3,5,certificate,partially_furnished,"Chính chủ bán nhà liên kề 2 tầng, diện tích 13.1m x 4m. Không gian lý tưởng cho gia đình với 5 phòng ngủ và 3 phòng tắm. Kết cấu 1 trêt 2 lầu sân thượng Thiết kế tiện lợi, thoáng mát. Ngôi nhà nằm ở vị trí thuận lợi, có thể sáng tạo và tùy chỉnh nội thất theo sở thích cá nhân. Đừng bỏ lỡ cơ hội sở hữu bất động sản này! Liên hệ ngay để biết thêm thông tin và đặt lịch xem nhà.",2025-07-01T02:26:22.546Z
1925,"36/3 ấp 2 Đường Nguyễn Văn Bứa, Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh","36/3 ấp 2 Đường Nguyễn Văn Bứa, Xuân Thới Sơn, Hóc Môn, Thành phố Hồ Chí Minh",26500000000,sale,villa,20,65,316.3,1266.1,1,6,5,certificate,unfurnished,Chính chủ bán biệt thự MT 36/3 ấp 2 Đường Nguyễn Văn Bứa Xã Xuân Thới Sơn Huyện Hóc Môn Thành phố Hồ Chí Minh giá 26.5 Ty Tl Diện tích: 1266.1 m2 Kết cấu: 2 lầu Giá bán: 26.5 Tỷ TL Liên hệ làm việc chính chủ,2025-06-27T09:29:18.978Z
1926,"60/20 Nguyễn Trãi, 2, 5, Hồ Chí Minh","60/20 Nguyễn Trãi, Phường 2, Quận 5, Thành phố Hồ Chí Minh",20000000000,sale,alley_house,4.55,24.12,93.9,103.67,2,5,4,certificate,partially_furnished,"Bán nhà hẻm tại 60/20 Nguyễn Trãi, phường 2, quận 5, Hồ Chí Minh. Diện tích 103.67m² với chiều dài 24.12m và rộng 4.55m. Nhà 3 tầng, gồm 4 phòng ngủ, 5 phòng tắm, phù hợp cho gia đình lớn. Nhà được trang bị nội thất cơ bản, hướng khác, sẵn sàng cho bạn vào ở ngay. Địa điểm thuận tiện, dễ dàng di chuyển. Đây là cơ hội lý tưởng cho những ai muốn sở hữu nhà phố tại khu vực trung tâm!",2025-06-27T08:53:45.557Z
1927,"90 Dã Tượng, 10, 8, Hồ Chí Minh","90 Dã Tượng, Phường 10, Quận 8, Thành phố Hồ Chí Minh",10300000000,sale,townhouse,3.21,17,127.4,55.4,4,3,3,certificate,partially_furnished,"Chính chủ bán nhà 90 Dã Tượng, Phường 10, Quận 8 Giá 10.3 Tỷ TL Diện tích: 55,4 m² Thông tin thêm:trệt, 1 lửng, 2 tầng Giá bán: 10,3 tỷ VNĐ (mười tỷ ba trăm triệu đồng), thương lượng",2025-06-27T08:36:00.978Z
1928,"197 Nguyễn Oanh, 17, Gò Vấp, Hồ Chí Minh","197 Nguyễn Oanh, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh",18000000000,sale,townhouse,3.9,13.47,89.6,140,2,2,2,certificate,partially_furnished,"Chủ nhà chính bán nhà 197 Nguyễn Oanh, Phường 17, Quận Gò Vấp Giá 18 Tỷ TL Diện tích: 140 m² Kích thước (rộng x dài): 3.9m x 13.47m Đường/hẻm trước nhà: xe máy đi lại thuận tiện Thông tin thêm: Nhà gồm trệt, lầu, hẻm hông, có 2 phòng ngủ và 2 nhà vệ sinh Giá bán: 18 tỷ VNĐ (Thương lượng)",2025-06-27T08:23:12.047Z
1929,"36/6A7 đường Huỳnh Thị Hai, Tân Chánh Hiệp, 12, Hồ Chí Minh","36/6A7 đường Huỳnh Thị Hai, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh",3800000000,sale,alley_house,4,14,78.2,57.8,2,2,2,certificate,partially_furnished,"Chính chủ bán nhà 36/6A7 đường Huỳnh Thị Hai, P. Tân Chánh Hiệp, Quận 12 Diện tích: 58 m² Kích thước: 4m x 14m Đường/hẻm trước nhà rộng xe hơi thoải mái Cấu trúc: 1 trệt, 1 lửng, 2 phòng ngủ, 2 phòng vệ sinh Giá bán: 3.8 tỷ bớt lộc",2025-06-27T08:17:56.213Z
1930,"66/157 XVNT, 2, Bình Thạnh, Hồ Chí Minh","66/157 XVNT, Phường 2, Bình Thạnh, Thành phố Hồ Chí Minh",8500000000,sale,alley_house,4,14,0,54.2,2,5,4,certificate,partially_furnished,"Bán nhà hẻm tại 66/157 XVNT, phường 2, Bình Thạnh, TP.HCM. Diện tích 54.2m² Nhà hiện tại 3 tầng với 4 phòng ngủ và 5 phòng tắm (Chưa hoàn công 1 tầng), thuận tiện cho gia đình đông người. Nhà được trang bị nội thất cơ bản, thích hợp để ở hoặc cho thuê. Giá bán: 8.5 tỷ TL",2025-06-27T08:15:26.814Z
1931,"33/9C đường số 475, Phước Long B, 9, Hồ Chí Minh","33/9C đường số 475, Phước Long B, Quận 9, Thành phố Hồ Chí Minh",4300000000,sale,alley_house,4,20,68.9,80,1,1,1,certificate,partially_furnished,"Chính chủ bán nhà 33/9C đường số 475 Phường Phước Long B, Quận 9 giá 4.3 Tỷ TL Diện tích: 80 m² Kích thước: rộng 4m x dài 20m Bề rộng đường/hẻm/ngõ trước nhà: phù hợp cho xe máy di chuyển Thông tin thêm: nhà cấp 4 (trệt) Giá bán: 4,3 tỷ VNĐ (bốn tỷ ba trăm triệu đồng), thương lượng",2025-06-27T08:04:23.064Z
1932,"53/2/1 đường 36, Linh Đông, Thủ Đức, Hồ Chí Minh","53/2/1 đường 36, Linh Đông, Thủ Đức, Thành phố Hồ Chí Minh",4300000000,sale,alley_house,3.7,14,0,65.6,2,4,3,certificate,partially_furnished,"Cần bán nhà mới xây tại 53/2/1 đường 36 , Linh Đông, gần các tuyến đường Phạm Văn Đồng và Kha Vạn Cân. Nhà có móng vững chắc, có thể xây thêm 1 lầu. Diện tích: 65,6m². Nhà mới hoàn thiện, thích hợp để ở hoặc đầu tư. Cho thuê nhà đất loại khác tại TP. Hồ Chí Minh.",2025-06-27T08:00:25.162Z
1933,"1 Bạch Đằng, 15, Tân Bình, Hồ Chí Minh","1 Bạch Đằng, Phường 15, Tân Bình, Thành phố Hồ Chí Minh",13900000000,sale,townhouse,4,7,123.7,28,5,4,4,certificate,unfurnished,"Chính chủ bán nhà 1 Bạch Đằng, Phường 15, Quận Tân Bình giá 13.9 Tỷ TL Diện tích: 28 m² Thông tin thêm: Nhà gồm 1 lửng và 3 lầu, thiết kế gồm 4 phòng ngủ và 4 vệ sinh Giá bán: 13,9 tỷ VNĐ (thương lượng)",2025-06-27T07:56:40.041Z
1934,"677/26/40 Nguyễn Ảnh Thủ, Hiệp Thành, 12, Hồ Chí Minh","677/26/40 Nguyễn Ảnh Thủ, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh",4250000000,sale,alley_house,4.05,18.2,26.7,68.9,1,1,1,certificate,unfurnished,"Chính chủ bán nhà 677/26/40 Nguyễn Ảnh Thủủ, P. Hiệp Thành, Quận 12 giá 4.25 Tỷ TL Diện tích: 74 m² Kích thước: 4,05m x 18,2m Đường trước nhà rộng 3 gác, thoải mái di chuyển Có nở hậu, tăng giá trị và phong thủy Giá bán: 4,25 tỷ VNĐ (có thể thương lượng)",2025-06-27T07:52:35.133Z
1935,"165/23 Nguyễn Phúc Nguyên, 9, 3, Hồ Chí Minh","165/23 Nguyễn Phúc Nguyên, Phường 9, Quận 3, Thành phố Hồ Chí Minh",3950000000,sale,alley_house,3.5,7.5,57.77,24.2,3,2,2,certificate,unfurnished,"Nhà chính chủ bán nhà 165/23 Nguyễn Phúc Nguyên, Phường 09, Quận 3 giá 3.95 Tỷ TL Diện tích: 25 m² Kích thước: 3.5m x 7.5m Bề rộng hẻm trước nhà: xe ba gác vào thoải mái Thông tin thêm: 2 phòng ngủ, 2 nhà vệ sinh Giá bán: 3,95 tỷ VNĐ (có thể thương lượng)",2025-06-27T07:42:30.462Z
1936,"1A đường Hưng Phú, 10, 8, Hồ Chí Minh","1A đường Hưng Phú, Phường 10, Quận 8, Thành phố Hồ Chí Minh",2550000000,sale,townhouse,3.1,5,39.6,13.2,3,3,2,certificate,partially_furnished,"Chính chủ bán nhà 1A đường Hưng Phú, P.10, Quận 8 Giá 2.55 Tỷ TL Diện tích: 13.2 m² Nhà gồm 3 tầng Giá bán: 2.550.000.000 VNĐ (Hai tỷ, năm trăm năm mươi triệu đồng, thương lượng)",2025-06-27T07:27:50.567Z
1937,"12/76A Nguyễn Khoái, 2, 4, Hồ Chí Minh","12/76A Nguyễn Khoái, Phường 2, Quận 4, Thành phố Hồ Chí Minh",5500000000,sale,alley_house,3.31,12.49,36.6,36.6,2,4,3,certificate,partially_furnished,"Chủ nhà chính chủ bán nhà hẻm ngõ tại đường Nguyễn Khoái, Phường 02, Quận 4, TP. Hồ Chí Minh Diện tích: 36 m² Thông tin bổ sung: Nhà 2 lầu có sân thượng Giá bán: 5,5 tỷ đồng (có thể thương lượng) Không tiếp quảng cáo, vui lòng liên hệ trực tiếp để biết thêm chi tiết",2025-06-27T07:18:25.983Z
1938,"13 đường số 19, Bình Trưng Tây, 2, Hồ Chí Minh","13 đường số 19, Bình Trưng Tây, Quận 2, Thành phố Hồ Chí Minh",4750000000,sale,townhouse,3,20,62.4,59.7,2,2,3,certificate,partially_furnished,"Bán nhà chính chủ tại 13 đường số 19, Bình Trưng Tây, quận 2, Hồ Chí Minh. Diện tích 57,9m² với chiều dài 20m và chiều rộng 3m, bao gồm 3 phòng ngủ và 2 phòng tắm. Nhà thiết kế hợp lý, phù hợp cho gia đình nhỏ. Đây là cơ hội lý tưởng cho những ai muốn tạo dấu ấn riêng.",2025-06-27T07:11:14.455Z
1939,"40/51T Nguyễn Văn Bứa, Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh","40/51T Nguyễn Văn Bứa, Xuân Thới Sơn, Hóc Môn, Thành phố Hồ Chí Minh",5500000000,sale,land,8,23,169.3,180.6,2,1,1,certificate,partially_furnished,"Chủ sở hữu chính chủ bán đất tại đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP. Hồ Chí Minh Diện tích: 184 m² Kích thước: 8m x 23m Bề rộng đường/hẻm trước nhà: phù hợp cho xe hơi Thông tin thêm: có kho xưởng sẵn Giá bán: 5.5 tỷ VNĐ (Năm tỷ năm trăm triệu đồng), có thể thương lượng",2025-06-27T06:53:54.628Z
1940,"72/5 Phan Huy ích, 15, Tân Bình, Hồ Chí Minh","72/5 Phan Huy ích, Phường 15, Tân Bình, Thành phố Hồ Chí Minh",7900000000,sale,alley_house,4,19,0,78,2,4,3,certificate,partially_furnished,"Chính chủ bán nhà hẻm ngõ tại 72/5 đường Phan Huy Ích, P.15, Quận Tân Bình, TP. Hồ Chí Minh Diện tích: 78 m² Đường/hẻm trước nhà rộng rãi, xe hơi vào thoải mái Thông tin thêm: Nhà 2 tầng Giá bán: 7,9 tỷ VNĐ (thương lượng) Không tiếp quảng cáo",2025-06-27T04:55:05.571Z
